Gene_ID blastula_rep1	blastula_rep2	gastrula_rep1	gastrula_rep2	elongation_rep1	elongation_rep2	early_larva_rep1	early early_larva_rep2	mitraria_larva_rep1	mitraria_larva_rep2	competent_larva_rep1	competent_larva_rep2	juvenile_rep1
OFUSG02745.1	3.26456	8.95683	2.09992	4.16353	2.11274	2.66429	1.33414	2.63876	2.22123	2.66973	1.19869	1.82803	0.967223
OFUSG02745.2	61.0593	66.0825	13.9013	25.8606	10.3127	12.0499	9.81742	11.4262	13.8592	14.1058	4.99497	6.70338	3.17185
OFUSG02746.1	0.0311436	0.100913	0	0.0988466	0.279927	0.539726	0.741538	0.800621	2.13547	1.58656	0.290025	0.509288	0.424304
OFUSG02747.1	4.01661	3.82533	0.318103	1.3712	0.748061	0.774982	0.248946	0.531555	0.0678632	0.809925	0.476163	0.0512033	0.0826387
OFUSG02748.1	1.73377	1.08846	0.415094	0.870707	0.364186	0	0.272204	0.216993	0.193997	0.102504	0.323645	0.0119034	0.12338
OFUSG02749.1	0.590723	0.494988	1.00214	0.601004	0.54658	0.869036	0.572203	0.708706	0.574201	1.37716	7.72018	5.87742	21.7934
OFUSG02750.1	0.057366	0.0619182	7.28577	3.06381	114.973	65.8619	102.301	103.084	35.8696	34.1687	9.5443	5.60883	2.68457
OFUSG02751.1	0.201777	0.151395	1.23452	1.21747	0.626518	1.09224	0.334184	0.405654	7.04472	6.19556	10.6616	9.8375	0.706269
OFUSG02752.1	0.0958915	0.28905	16.8339	11.9502	16.9063	18.1215	15.2462	11.1294	9.26835	5.93574	22.8362	10.0418	39.7137
OFUSG02753.1	2.05094	6.47553	0	0.918136	0.338767	1.23832	0.414374	0.322783	0.382839	2.16773	1.77274	3.34633	0.303512
OFUSG02754.1	75.5854	78.7032	27.2171	34.0922	32.0962	37.6721	24.6741	29.5527	20.9092	31.7692	30.8914	27.0312	28.2629
OFUSG02755.1	18.4841	14.3693	9.40278	7.78048	6.70123	3.69704	5.28813	4.75735	4.20761	3.35338	1.81577	2.09057	1.33726
OFUSG02756.1	9.5988	10.0706	6.30581	8.64475	6.76259	7.04124	7.75423	13.2977	16.0576	20.7725	9.96194	18.2051	11.5013
OFUSG02757.1	0.433156	0.551176	16.5828	6.55054	1.92842	1.74421	0.561555	0.4315	0.412913	0.132792	3.18925	2.35542	3.47313
OFUSG02758.1	0.0587646	0.159098	1.34806	0.960466	0.351101	0.872427	0.350145	0.168062	0	0.043893	0.0923683	0.470278	1.68055
OFUSG02759.1	0.0656133	0.3545	0.0657874	0.2083	0	0.066899	0	0.0936976	0.034638	0.0491531	0.0425928	0.0258036	0.166978
OFUSG02760.1	0	0.264091	0.293182	1.55342	0.146845	0.698736	0.0582643	0.186667	0.206004	0	0.0638804	0.0794611	0.160171
OFUSG02761.1	0.358915	0.470331	0	0.30559	0.357427	0.367343	0.344014	0.545328	1.31508	0.966626	0.0913492	0.0864925	0.324672
OFUSG02762.1	112.748	137.515	266.683	244.429	133.701	183.282	95.4427	86.1812	54.5943	74.2716	51.4811	46.4328	49.334
OFUSG02763.1	0.160029	0.40281	0.506135	0.479385	0.159867	0.135887	0.285576	0.508047	2.72322	3.79849	10.33	10.7691	0.47192
OFUSG02764.1	0.835853	0	1.64473	0.889307	0.763209	0.712822	0.333702	0.661541	0.074979	0.312706	0.57757	0.198767	1.79658
OFUSG02765.1	5.9451	9.06278	42.7059	41.5515	57.8196	12.7343	46.385	19.3774	30.4829	0.447112	27.95	2.88509	81.8151
OFUSG02766.1	0.16963	0	0.115119	0.360261	0	0.231154	0	0.537438	1.08817	1.52395	5.00163	6.61558	0.356954
OFUSG02767.1	2.67651	2.26811	8.80983	0.36375	0.333375	0	2.05731	1.58058	21.4282	31.6514	54.1713	49.0351	2.25536
OFUSG02768.1	2.23384	3.12663	1.4814	1.06521	1.82241	2.34146	5.20673	8.47746	3.98346	3.65343	3.11001	3.06464	2.53047
OFUSG02769.1	0	0	0.0168023	0	0.186121	0.189539	0.482562	0.742061	0.212682	0.291768	0.43393	0.677196	0.070715
OFUSG02770.1	3.24616	2.88093	7.07527	6.2026	7.88351	5.39323	6.2665	5.2089	6.90539	7.72725	4.15571	6.53803	4.25004
OFUSG02771.1	0.522676	0.0626897	0.987538	1.68912	0.232029	1.09503	0.552932	0.746587	0.458969	0.870206	30.6247	11.0168	147.94
OFUSG02772.1	0	0.204628	0.187676	1.00616	1.91209	2.5177	1.89222	1.732	1.94396	1.14416	0.715022	0.595665	0.123986
OFUSG02772.2	0.102624	0.0740184	1.53028	1.17171	1.67039	0	2.86567	0	1.62293	0.00898371	0.225272	0	0
OFUSG02773.1	4.83212	27.5201	12.5079	42.1479	14.5647	48.3113	16.6662	38.6785	14.1364	28.2846	13.2742	34.3839	16.8909
OFUSG02774.1	20.7406	28.8918	25.5185	16.1369	14.3355	11.8466	9.2998	9.80194	6.53668	6.57685	8.91985	7.62408	7.60457
OFUSG02775.1	0.0525706	0	0.551177	1.33388	64.2827	33.9071	138.898	150.586	173.387	237.259	35.3091	45.5927	6.11292
OFUSG02776.1	0.776746	7.0341	2.54679	4.2098	19.2666	7.56576	6.33456	4.64011	6.79889	1.16458	7.86807	25.0073	5.64369
OFUSG02777.1	0	0.0242691	0.290512	0.440899	0.259802	0.183881	0	0.0107697	0.0117932	0.0592689	0.0939291	0.064702	1.2496
OFUSG02778.1	0.0394896	0	0.596443	2.13331	0.0788334	3.62613	0.659037	2.17951	0.962343	2.45495	17.2564	9.01873	27.2578
OFUSG02779.1	0.0592821	0	0.474563	0.094057	0.177631	0.271911	0.423358	0.366923	0.0937312	0.0666208	0.822319	0.778071	1.74313
OFUSG02780.1	0	0	0	0	0.0691485	0.0353122	0	0.131847	0.0365953	0.0259392	0.194628	0.287285	1.17111
OFUSG02781.1	0.238221	0.0394457	0.673626	0.154805	0.18316	0.149253	0.130633	0.436563	0.0384029	0.109863	0.713132	0.170703	5.02053
OFUSG02782.1	16.1281	22.5133	11.034	18.8705	8.02042	11.7	5.14867	7.67679	5.03367	4.34872	4.18896	3.82546	3.3114
OFUSG02782.2	13.8965	17.4954	4.49425	17.6284	7.16223	13.0699	3.08496	5.2666	4.28995	6.17466	6.45518	8.28545	6.12161
OFUSG02783.1	0.0802827	0.0288693	0.133647	0.198058	0.481204	0.599913	1.43268	1.17242	0.816793	0.781976	0.958453	0.583695	1.36959
OFUSG02784.1	0.0203615	0.109636	3.15989	5.35546	106.08	82.752	163.64	161.648	87.3347	92.268	40.7818	41.7301	37.3825
OFUSG02785.1	0.0657013	0.30038	4.33569	5.06332	6.79769	6.65446	7.53078	9.39274	15.1309	16.914	7.97035	15.3425	8.1053
OFUSG02786.1	0.0309897	0.0499927	0.0768363	0.1472	0.604122	0.410049	2.53946	2.18576	13.0833	15.1201	10.18	8.10698	5.14931
OFUSG02787.1	0.151033	0.284517	7.14889	4.14704	1.81147	1.01878	1.54787	1.51118	2.27564	4.44252	3.24042	12.2766	4.55634
OFUSG02788.1	0.777677	1.74581	6.47201	12.5438	9.15233	10.7513	8.85487	10.3024	11.5562	12.1505	199.569	77.5857	462.664
OFUSG02789.1	0.559003	6.46755	12.5336	16.6462	31.6968	29.5836	31.2984	26.1412	44.8858	35.5823	25.1612	29.9348	10.0562
OFUSG02790.1	107.358	113.422	122.091	125	87.1701	90.6135	63.2544	50.5859	49.4688	42.3642	38.1488	35.0243	36.9853
OFUSG02791.1	2.86726	2.4428	7.50303	9.60608	8.09569	8.24219	9.10242	6.3171	5.50271	4.68851	6.90059	5.34564	8.99771
OFUSG02792.1	11.9337	13.4958	28.454	19.586	56.9393	44.2639	60.7238	49.4149	60.3899	53.3649	38.306	41.5617	27.216
OFUSG02793.1	0.749827	5.59815	6.5738	3.97421	5.80245	7.29978	3.97651	5.9008	1.43372	5.05734	3.90633	3.92461	18.2461
OFUSG02794.1	1.46968	0.132262	1.29151	0.583031	0.336373	0.499383	0.255139	0.408149	0.129162	0.344077	0.384703	0.0321368	0.293898
OFUSG02795.1	0.658448	0.674453	1.16625	1.2577	5.56376	3.04782	10.315	10.1011	12.9598	13.9469	10.8585	6.43931	11.2915
OFUSG02796.1	0.224815	0.195473	2.23355	1.63738	1.56303	1.68813	1.01636	0.745117	0.357545	0.489495	0.373761	0.302894	0.600016
OFUSG02797.1	0.138387	1.21674	0.485717	2.29638	0.163531	0.960092	0.134408	0.311829	0.118289	0.24517	0.0839079	0.308043	0.757091
OFUSG02798.1	0	0	0.590536	1.7141	0.469793	2.42133	0.340641	2.97346	0.102949	4.36627	0.11086	0.923471	0.0108361
OFUSG02799.1	3.36974	3.04606	2.69874	2.23328	1.91443	2.15037	1.73149	3.5527	0.846274	2.73922	1.02958	1.89328	0.7644
OFUSG02800.1	84.2965	72.8328	106.807	73.1493	99.1048	84.559	95.176	79.1462	74.1679	63.3391	39.4889	38.5747	51.3924
OFUSG02801.1	1.4607e-05	3.79886e-05	0	0.510988	0	5.30804e-06	0	0	1.79136e-06	0.322381	0.246783	0.919798	0.203391
OFUSG02801.2	0.242651	0.396315	0	0	0	0.0620229	0	0.288234	0.0650031	0.21965	0.0227837	0.0372097	0.176977
OFUSG02802.1	0.23763	0	0	0	0.0948273	0.0485289	0	0.0904012	0	0	0.153089	0.128032	0.145139
OFUSG02803.1	0.955292	1.63773	0.305861	0.426736	0	0.154061	0.420254	0.239048	0.107155	0.451775	0.479789	1.40979	1.24428
OFUSG02804.1	0	0.20259	0.283394	0	0.372677	0.333716	1.00302	0.444103	0	0.349661	0.310969	0.734666	0.559647
OFUSG02805.1	13.5912	3.78533	2.98903	2.31756	3.60619	0.976536	2.10708	1.2438	3.52141	2.6869	6.00968	3.93968	4.7517
OFUSG02805.2	0.179677	1.58559	2.93349	5.91348	3.52821	5.3197	1.85977	3.73045	0.960356	2.29042	1.81337	1.10493	3.2622
OFUSG02806.1	22.0613	23.1997	11.8426	16.911	8.43939	12.8084	7.47559	8.33503	5.9105	9.3535	7.07316	9.98505	5.36471
OFUSG02807.1	3.1478	2.70277	14.2069	6.48124	12.5443	9.11241	9.46052	6.10692	5.90269	8.41874	8.01625	5.61428	8.8145
OFUSG02808.1	39.3292	29.9413	11.861	10.3525	12.2843	10.1881	13.2367	9.40915	10.5602	8.98011	10.7125	8.87608	9.85486
OFUSG02809.1	0	0	0.863087	1.29199	0.795758	0.418379	0	1.12286	0.454208	0.601117	1.86358	2.16662	96.8719
OFUSG02810.1	13.9067	31.1372	9.61887	10.3865	9.3971	6.32302	7.52345	8.73499	10.8144	13.2824	14.7825	23.5411	19.9803
OFUSG02811.1	152.034	242.746	123.104	199.983	84.0297	96.2304	41.2905	48.8991	31.1929	35.1803	21.6777	24.4346	20.7489
OFUSG02811.2	0.177487	0	0	0.758744	1.89159	1.81764	1.46019	3.44077	7.55246	10.026	3.17469	4.228	5.14973
OFUSG02812.1	1.79404	10.4657	23.28	60.8752	16.6968	38.4183	8.80037	16.6601	7.14789	5.84826	11.5043	8.87612	30.9705
OFUSG02813.1	0	0	0	0.237614	0.451556	0.229285	2.69568	2.7768	3.73828	2.58788	6.06599	2.52304	8.70583
OFUSG02813.2	2.42097	1.71624	1.40184	0.967849	0.337001	0.880829	0.779635	0	0	1.69271	0.509681	0.131289	0
OFUSG02814.1	0	0.211807	0.504508	0.593008	42.2915	27.0885	49.2455	53.0032	24.5392	24.7676	14.0345	25.97	1.02144
OFUSG02815.1	0	0	0.272312	0.0786883	0.223137	0.379219	0.678817	0.567297	0.417455	0.427659	16.1381	4.84887	27.8482
OFUSG02816.1	0.594875	1.0516	1.70803	2.08722	21.5879	20.6277	17.1756	18.179	6.30123	6.73969	1.67864	1.56714	0.582971
OFUSG02817.1	181.218	167.048	80.6103	111.277	48.5796	53.2288	26.6079	26.0507	17.9094	19.3193	12.8297	18.7628	12.2138
OFUSG02818.1	2.23527	2.31689	17.2668	49.681	20.8605	32.6484	4.92087	10.7373	4.17003	6.58473	10.7925	7.96988	14.0882
OFUSG02819.1	28.5586	18.1047	15.7171	13.4411	16.2983	14.2385	23.5432	15.2593	17.0436	15.4652	15.082	13.7814	17.7182
OFUSG02820.1	4.74894	0	1.04581	0	4.74845	3.30348	4.34005	4.76389	5.47468	0.904671	1.29622	1.77815	1.64205
OFUSG02820.2	27.8947	29.4262	5.29882	19.3752	9.48045	10.4852	5.61202	10.2227	10.7262	13.0041	13.7811	13.9513	14.5346
OFUSG02821.1	8.22749	6.48298	2.2496	2.75462	2.03182	1.95275	3.00821	2.15644	3.2972	4.51289	5.77173	5.44718	4.18882
OFUSG02822.1	5.61323	9.28723	2.35626	6.99124	0.843952	3.75296	0.610686	3.33335	1.05004	2.48703	1.08875	2.11205	1.53815
OFUSG02823.1	44.361	54.1088	10.4308	21.9819	8.91023	13.8424	9.8692	16.323	13.1196	18.183	12.3752	15.085	12.9793
OFUSG02824.1	90.1993	106.849	137.874	255.362	124.988	151.042	80.2399	127.248	101.219	135.133	88.3742	96.6849	85.0653
OFUSG02825.1	63.5455	52.7473	16.5572	20.8135	16.5539	14.8878	12.9195	15.0011	12.2733	15.4688	13.6437	16.2098	14.7073
OFUSG02826.1	21.9921	29.8341	15.6452	18.8288	16.347	14.9319	10.6655	10.3868	7.81445	8.47067	6.16248	6.06861	7.89074
OFUSG02827.1	17.2215	22.7851	35.2363	63.4885	49.0855	45.2278	16.4404	30.1442	13.716	20.0529	5.92326	9.53137	6.19583
OFUSG02828.1	0.714816	0.660748	3.083	1.61921	2.83107	1.79472	1.9738	1.14286	1.50369	0.47821	1.08682	1.21486	0.767455
OFUSG02829.1	0.150751	0.35089	1.44906	0.821369	0.513234	0.263412	0.530542	0	0	2.69653	0.253555	0.199328	0.232359
OFUSG02830.1	0.5288	0	0.683843	0.359996	0.301647	0.231184	0.315097	0.179735	0.0399843	0.0282921	0.203803	0.233921	0.276472
OFUSG02831.1	18.8474	30.1724	10.8678	12.6748	6.69171	10.5199	4.36643	6.90442	2.49806	7.43584	4.90471	6.71197	3.17991
OFUSG02832.1	22.868	17.4416	16.7957	18.3304	16.1059	22.1289	18.8117	18.2317	14.2926	16.5021	10.7924	14.1894	12.1037
OFUSG02833.1	355.735	95.924	114.816	37.1506	81.1103	43.18	86.0658	43.2786	69.1576	47.0756	414.865	236.01	441.545
OFUSG02834.1	1.88911	2.23848	2.581	2.4795	2.40341	2.76041	2.31801	2.84869	1.55202	1.69006	1.06768	1.37558	0.764466
OFUSG02835.1	0.596951	0	0.475048	1.36054	0.187256	0.162385	0	0.312371	0.194018	1.87595	0.543198	0.823429	0.0926196
OFUSG02835.2	3.94643	1.68328	3.72319	5.23464	7.81164	10.3504	8.13904	9.00175	11.1876	11.8052	3.57795	6.12453	3.47426
OFUSG02835.3	2.0371	1.98625	0.683701	0.414176	3.26555	2.9147	3.47301	5.91202	4.16306	2.33501	1.92025	3.86753	2.03473
OFUSG02835.4	2.16289	2.70129	1.19378	4.26674	3.48679	4.78807	3.3264	8.20324	7.38505	7.75158	1.70876	4.3967	1.00291
OFUSG02835.5	0	0	0	0	0	0	0	0	0	0	0	0.0279489	0.113176
OFUSG02836.1	0.182173	0.0674515	0	0.184051	0.0909724	0.0367407	0.216853	0.122184	0.301251	0.707943	1.61817	3.49369	0.879585
OFUSG02837.1	1.53798	3.8844	1.09996	2.03547	3.49712	3.158	5.89822	6.95589	2.8834	3.21243	2.27791	2.67709	2.39898
OFUSG02838.1	0	0	0.031368	0	0.0312733	0.316555	0.0381395	0.125575	0	0.0720354	0.268269	0.568617	0.630828
OFUSG02839.1	0.427442	0.0463144	0.733201	0.951272	1.02375	1.57051	0.866656	0.325327	0.181469	0.576229	0.294455	0.327477	0.744909
OFUSG02840.1	0	0	0	0	0	0	0.187237	0	0.0638657	0.102291	0	0.0053209	0.00612226
OFUSG02841.1	0	0	0	0	0.171536	0	0.112993	0.115147	0.217841	0.188695	0.705641	0.550779	0.364038
OFUSG02842.1	0	0.0593144	0	0.141739	0	0.545353	0	0.935578	0	0.299167	0	0.290054	0
OFUSG02843.1	0	0	0.104517	0.123419	0.200839	0.339065	0.307693	1.31537	1.423	2.05693	2.23467	1.86568	2.17769
OFUSG02844.1	2.10589	2.73906	0.333816	1.05547	0.781279	2.18584	0.523942	3.95634	0.586839	1.05501	0.195441	0.276517	0.161351
OFUSG02845.1	0	0	0.167478	0.322609	0.442613	0.82886	0.248687	0.241397	0.0959057	0.15894	1.01564	1.09359	1.38522
OFUSG02846.1	2.53194	2.59215	10.2065	8.76069	33.3745	27.0519	16.4833	15.8166	8.34492	10.6112	6.08443	5.62505	3.31472
OFUSG02847.1	0	0	4.90276	6.79398	28.0128	38.7309	15.1778	18.5176	4.5023	12.6021	16.4698	10.5211	0.410633
OFUSG02848.1	0.122175	0	3.89979	3.50613	11.1309	10.5711	6.18777	7.07796	3.26632	2.53182	2.87025	3.54364	1.15914
OFUSG02849.1	22.1736	22.4221	10.4417	19.1077	14.853	18.5728	10.8346	16.5698	10.5656	15.2414	0.893083	3.67193	0.763264
OFUSG02850.1	0.480857	0	0	0.259904	0.2386	0	0	0.679134	1.97516	2.33834	0.0482906	2.05276	2.6185
OFUSG02851.1	0.40201	0.0867906	0	0.159333	0.616604	0.444366	0.914809	0.971667	2.68616	1.75369	0.743171	1.22923	2.87066
OFUSG02852.1	0.404766	0.358248	0.0369882	0.137385	0.286161	0.525462	0.203364	0.153962	0.392337	0.534369	0.520557	0.415078	0.437912
OFUSG02853.1	1.74722	1.50797	10.5201	10.6715	25.435	23.602	17.7493	20.9907	18.5002	17.7032	3.9741	6.55472	2.47507
OFUSG02854.1	0.0705154	0	0.532875	0.660283	1.78259	2.38136	4.50192	3.59381	2.72206	2.57725	1.97852	1.58272	1.3766
OFUSG02855.1	0.993998	0.680316	4.51902	5.78557	11.7454	12.0945	13.6919	12.0178	13.3308	13.3537	33.1281	19.0565	44.988
OFUSG02856.1	0.0195923	0.0210945	0.875235	0.504356	52.1784	24.5501	98.6095	112.959	125.525	111.538	73.6707	44.4178	5.98747
OFUSG02857.1	0.037523	0.0405988	1.77357	1.62914	3.55856	4.51661	1.07319	1.24989	7.26805	7.08276	31.1183	14.1634	12.9724
OFUSG02858.1	23.2037	14.2889	38.7459	22.6147	29.2486	35.6279	24.518	21.342	7.85375	10.667	7.94215	8.47194	7.26209
OFUSG02859.1	0	0.152412	0.159095	0.342752	0.0320618	0.226607	0.0190464	0.0532119	0	0.0600927	0	0.0362997	0.303122
OFUSG02860.1	0	0	0	0.601216	0	0.210654	0	0.0392824	0	0	0.0222362	0.0201612	0.18986
OFUSG02861.1	22.9407	20.8377	2.87117	2.89131	1.77381	0.879628	0.524702	0.271197	0.40223	0.127852	0.132929	0.11077	0.0671835
OFUSG02862.1	9.86834	12.4939	4.20853	6.99902	3.48307	3.55054	2.96768	3.02063	3.11994	3.23138	5.06795	3.41358	3.86138
OFUSG02863.1	2.05482	7.44437	4.49334	5.6201	1.55636	3.36445	1.93313	7.29408	1.31442	3.50398	1.31918	6.47978	0.540339
OFUSG02864.1	0.0608633	0	0.060933	0	0	0	0	0	0	0.0455975	1.30868	0.760682	9.70704
OFUSG02865.1	0	0	0	0.148423	0	0	0	0	0	0	0.561695	0.0385052	2.40964
OFUSG02866.1	0	0	0.284117	0.224616	0.388381	0.252458	0.0842561	0.0336606	0	0	0.00764187	0.0711032	0.404021
OFUSG02867.1	0.849441	0.923983	0	0.236193	0.0636931	0.181371	0.0379695	0.129235	0	0.143341	0.148138	0.232773	1.25369
OFUSG02868.1	7.27606	4.33675	2.67941	2.88751	1.95295	1.63493	1.29185	0.993091	0.952364	1.21751	0.685674	0.632374	0.831398
OFUSG02869.1	4.31093	6.123	3.14862	5.69707	3.2957	5.5809	2.53016	4.50011	1.94907	3.14517	1.65692	2.98075	1.28205
OFUSG02870.1	24.5062	38.3518	32.1852	41.9812	25.8129	37.5373	20.2193	21.189	7.001	6.70246	3.54817	6.4845	3.45944
OFUSG02870.2	37.3661	35.2722	49.6346	47.331	40.8646	39.043	26.7473	24.883	12.292	12.6294	5.72169	6.87856	5.75579
OFUSG02871.1	0.242965	0.0873745	0.539367	0.599416	0.593298	0.479146	1.62321	2.04318	2.07077	3.21022	2.39174	1.38257	1.34625
OFUSG02872.1	0.0741024	0.0747066	0.14046	0.314473	0.545589	0.319338	1.17578	0.785305	2.73641	2.32456	0.241067	2.06017	0.0660917
OFUSG02873.1	1.20105	0.180512	0.170627	0.351422	0.492212	0.168835	0.395689	0.156457	0.871052	1.94969	0.536051	0.346085	0.0917354
OFUSG02874.1	24.1068	23.3261	32.9722	28.4602	34.0405	24.6335	50.5134	30.9495	51.5165	27.2433	30.2519	27.3302	28.4555
OFUSG02875.1	191.935	211.899	94.9134	185.152	49.6698	68.7394	12.4396	17.2682	4.23724	4.27276	0.627735	0.930136	0.278633
OFUSG02876.1	11.4231	28.8802	34.9546	52.2397	21.0368	31.8581	15.4393	18.8626	12.7964	16.197	11.4991	15.1791	10.6614
OFUSG02877.1	5.60644	2.23001	7.556	3.81347	5.56554	4.95374	6.45869	3.15113	7.37087	2.69181	5.95201	3.06231	6.97703
OFUSG02878.1	0	0	0	0	0	0	0	0	0	0	0.0284727	0.0178795	0.287285
OFUSG02879.1	0.134387	0	0.150064	0.514314	0.369426	0.290703	0.219495	0.448273	0.38694	1.43521	1.30668	4.19658	1.24327
OFUSG02880.1	0.121276	0.0489064	0.511074	0.960055	0.863861	0.511479	0.432067	0.174273	0.380609	0.0797345	0.349263	0.180158	0.242952
OFUSG02881.1	0.437125	0.7982	0.551167	1.02595	3.62815	3.22419	7.37948	9.80447	8.44117	7.74082	7.22917	6.02249	0.663457
OFUSG02882.1	0.522498	6.56114	0	1.45226	0.415448	1.50238	1.13262	0.594325	0.34361	0.0780839	0.894148	1.0125	0.572654
OFUSG02883.1	106.941	185.061	100.447	102.805	49.0755	78.5467	44.5622	50.2671	27.4069	55.6573	24.563	27.7334	21.2062
OFUSG02884.1	5.17947	21.0939	5.63915	7.22358	5.27565	3.60212	3.28827	6.0033	4.30997	3.38302	2.83338	3.98534	3.85897
OFUSG02885.1	2.7487	4.9728	10.3608	10.0278	7.12901	7.46907	6.68828	4.39679	2.8712	1.73579	3.3215	2.53341	1.51086
OFUSG02886.1	62.6687	17.4766	30.2939	15.9472	14.2269	11.9176	9.6764	5.67852	5.40519	2.98257	2.55019	2.1146	2.69331
OFUSG02887.1	118.181	136.214	70.766	76.2156	44.087	41.2917	26.2387	31.0249	20.6485	16.1139	15.5771	13.8332	10.3754
OFUSG02887.2	11.6537	11.894	0.432531	5.20929	0.879876	3.49646	0	2.3234	1.78202	1.36228	0.289954	1.83973	0.298774
OFUSG02888.1	0	0.667543	1.32476	3.8358	4.97244	5.70223	7.91934	14.505	19.3809	20.3619	19.1042	19.1166	28.9469
OFUSG02888.2	33.3915	40.0273	27.7317	51.5472	33.1823	44.8022	25.9428	42.0206	25.686	33.6474	14.2622	20.0901	12.1125
OFUSG02889.1	38.6758	70.5055	38.6901	37.4434	24.5194	30.6002	18.9245	18.3784	7.04802	9.22486	5.84124	7.73409	5.59454
OFUSG02890.1	29.9875	27.0201	36.2782	17.7073	14.267	29.7458	11.1775	5.93513	5.42034	6.50015	5.36917	2.98987	4.44296
OFUSG02891.1	4.18835	9.52095	2.81068	5.38436	1.63361	3.42286	2.43973	5.50943	1.49876	2.81974	1.25569	2.36767	0.779582
OFUSG02892.1	2.85167	3.29359	0.788249	2.12608	0.369733	1.40378	0.149694	0.586826	0	0	0.465279	0.388952	1.29612
OFUSG02893.1	5.16986	1.93104	4.43182	2.68289	3.65979	2.24431	4.30273	8.23316	3.31898	2.96882	1.16305	2.04676	0.712214
OFUSG02894.1	3.95966	3.77755	6.30802	6.94574	6.05578	8.39424	7.31143	8.02094	6.80822	8.78765	6.4151	9.17173	8.29382
OFUSG02895.1	0.0554927	0.0299404	0.083193	0	0.166297	0.0282757	0.13206	0.105696	0	0.311827	0.472541	3.43539	0.744221
OFUSG02896.1	0.33209	0	0.333838	0	0.257859	0.0376374	0.307777	0.140475	0.0390427	0.0276392	0.0159348	0.0418553	0
OFUSG02897.1	0.90345	0.0943804	0.466451	0.0616477	0.145546	0.0891111	1.07523	1.52636	3.04042	3.55902	4.36901	2.9229	3.4632
OFUSG02898.1	0.312943	0.193865	0.135497	0.236957	0.31226	0.365093	0	0.212634	1.61496	1.64054	2.75932	2.26352	6.00553
OFUSG02899.1	67.094	61.1962	67.2066	66.5597	62.7956	66.3391	67.9814	56.0479	66.7235	58.437	53.1508	50.9491	49.3279
OFUSG02900.1	86.0518	140.948	82.5613	221.019	116.025	119.997	67.6407	116.407	80.5385	123.641	52.4302	67.3775	47.9518
OFUSG02901.1	18.7216	21.9084	40.528	43.238	30.641	34.6547	30.2643	27.3361	25.0169	26.7077	21.3475	22.16	17.7843
OFUSG02902.1	0.66193	0.649755	2.95133	2.86442	3.90656	7.97392	7.12697	9.16778	16.654	14.8096	6.963	10.6683	9.21223
OFUSG02903.1	39.0596	26.9191	10.4819	11.262	6.89557	7.84279	4.38217	5.61265	4.73524	4.34447	4.6854	4.08668	3.04347
OFUSG02904.1	0	0	1.41416	0.347524	0.574795	0.178901	1.02794	0	0	0	0	0	0
OFUSG02904.2	0	0	1.80434	4.83419	4.00849	6.21391	0.935102	2.95178	0.7608	0.634181	0.172399	0.170306	0.229523
OFUSG02904.3	0.0791765	0.259802	0	0	0	0	0	0	0	0	0	0	0
OFUSG02905.1	0	0.189167	16.6881	8.3341	12.6821	12.9536	10.7541	11.1247	7.28647	7.68001	6.40584	7.25969	5.77532
OFUSG02906.1	9.56846	2.05676	17.844	44.9837	18.1065	12.6616	18.6116	12.0071	8.3493	5.51679	4.6047	3.4995	1.85459
OFUSG02907.1	0.429742	0.419099	0.693886	0.910879	0.257311	0.921081	0.102512	0.408841	0.228085	0.386217	0.393131	0.314246	0.824721
OFUSG02908.1	6.88283	17.6437	6.95631	10.0159	6.49473	7.12054	3.82004	3.77047	2.22171	3.09747	1.72876	3.53622	1.36349
OFUSG02909.1	10.269	8.19568	11.6046	17.9987	14.091	14.8394	6.84821	10.5125	7.68218	9.06989	5.76986	7.65017	6.353
OFUSG02910.1	30.7042	32.6581	7.05411	14.4083	3.22303	4.99513	1.99742	3.78053	4.01654	4.99444	5.25905	5.89716	5.01343
OFUSG02911.1	2.75877	3.56827	1.85127	1.79589	2.39198	1.05068	3.57262	3.83923	7.38429	6.06418	5.42548	6.77573	5.60528
OFUSG02912.1	0.991886	1.2351	2.89024	1.06304	2.95787	1.5314	2.5448	3.87305	1.78278	1.01854	2.59127	1.06817	16.4171
OFUSG02913.1	233.334	172.476	202.917	167.247	109.069	117.919	80.8695	72.4864	50.3345	58.8741	17.6943	26.9989	20.6682
OFUSG02913.2	266.975	265.23	173.498	252.439	116.164	143.03	53.9463	77.5193	51.5371	68.2623	14.9588	25.2719	12.8055
OFUSG02914.1	141.087	191.84	162.677	105.318	138.686	77.2936	114.937	72.458	72.3175	56.8168	33.1796	48.0396	36.8065
OFUSG02915.1	13.1019	9.10679	16.5464	10.5478	11.1648	8.23655	7.50027	5.60956	3.59398	4.39453	2.51178	2.64438	1.96443
OFUSG02916.1	62.2458	73.6597	22.6878	43.383	21.7477	29.6628	14.3146	17.4709	13.4157	13.9681	36.0962	29.2143	33.1468
OFUSG02917.1	48.0043	60.0719	9.76534	23.7753	7.48493	9.42873	4.293	6.40836	6.66029	4.82533	5.73033	6.5494	4.79425
OFUSG02918.1	16.8215	26.9172	3.03871	3.3654	1.68492	2.76966	1.84074	1.14418	0.35155	0.891683	0.886069	1.39971	0.680407
OFUSG02919.1	2.56206	7.63207	0.405038	1.6357	0.734957	0.801189	0.573278	0.773184	0.42686	0.532195	0.245205	0.815931	0.403931
